Drug,PMID,PubDate,Journal,Title,Source
IPILIMUMAB,42558559,2026,Front Oncol,"Efficacy, safety, and characteristics of adoptive tumor-infiltrating lymphocyte therapy in solid tumours: a systematic review and meta-analysis.",PubMed
IPILIMUMAB,42542574,2026 Aug 21,iScience,Encapsulated cell therapy for local anti-CTLA-4 delivery in cancer immunotherapy.,PubMed
IPILIMUMAB,42540027,2026,Health Serv Insights,Adverse Event Profiles of Monoclonal Antibodies: A Descriptive Analysis of FAERS Data.,PubMed
IPILIMUMAB,42537351,2026 Jul 31,Int Immunopharmacol,Discovery and development of small-molecule inhibitors targeting cytotoxic T lymphocyte associated protein 4 to enhance cancer immunotherapy and reduce side effects.,PubMed
IPILIMUMAB,42534945,2026,Front Oncol,Case Report: Durable remission in stage IV melanoma following strategic immune checkpoint inhibitor class rotation and rechallenge.,PubMed
IPILIMUMAB,42530885,2026 Aug 6,Oncologist,"Phase 1/2 study of INCAGN01876, an anti-glucocorticoid-induced tumor necrosis factor receptor agonist monoclonal antibody, plus immunotherapy for advanced cancers.",PubMed
IPILIMUMAB,42524550,2026 Aug,Health Sci Rep,The Real-World Safety Profile of Immune Checkpoint Inhibitors in Melanoma: FAERS Pharmacovigilance Analysis Complemented by Randomized Trial Evidence.,PubMed
IPILIMUMAB,42524440,2026,Br J Cardiol,Ipilimumab/nivolumab-induced severe triple M syndrome in a patient with metastatic renal cancer.,PubMed
IPILIMUMAB,42512265,2026 Jul 8,Cancers (Basel),Perioperative Nivolumab and Ipilimumab with Chemotherapy and Chemoradiation for Resectable Gastric and Gastroesophageal Junction Adenocarcinoma: A Phase 1/2 Non-Randomized Clinical Trial.,PubMed
IPILIMUMAB,42499790,2026,Ther Adv Med Oncol,A phase II basket trial of DART SWOG S1609: the salivary gland tumor cohort.,PubMed
IPILIMUMAB,42495618,2026,Front Immunol,The toxicity profile and temporal dynamics of dual PD-1/CTLA-4 immune checkpoint blockade: a real-world pharmacovigilance study using the FAERS database.,PubMed
IPILIMUMAB,42493213,2026 Jul 23,J Immunother Cancer,"Randomized phase II trial of nivolumab and ipilimumab with or without stereotactic body radiation therapy in patients with metastatic castration-resistant prostate cancer: the CheckPRO, CA209-8TY trial.",PubMed
IPILIMUMAB,42486793,2026 Aug 1,Hepatol Commun,Liver biopsy findings and clinical correlates in immune-mediated liver injury from checkpoint inhibitors.,PubMed
IRINOTECAN,42576445,2026 Aug,Cancer Med,Comparison of Thrombocytopenia and Splenomegaly in Locally Advanced Rectal Cancer Patients Receiving Total Neoadjuvant Therapy With and Without Immunotherapy.,PubMed
IRINOTECAN,42558275,2026,Front Oncol,A single-arm phase II trial of UGT1A1 genotype-guided high-dose irinotecan rechallenge in refractory metastatic colorectal cancer.,PubMed
IRINOTECAN,42547691,2026 Aug 3,Drug Deliv Transl Res,Harnessing synergistic SN38/quercetin nanomicelles via nebulized inhalation for enhanced lung cancer treatment.,PubMed
IRINOTECAN,42546541,2026 Dec 15,J Pharm Biomed Anal,In depth study on the mechanism of Xiao-Chai-Hu-Tang in ameliorating irinotecan-induced intestinal toxicity and enhancing antitumor immunity via intestinal microbiota and fecal metabolomics.,PubMed
IRINOTECAN,42546316,2026 Jan-Dec,IET Syst Biol,Double Q-Learning for Intelligent Multi-Drug Scheduling in Cancer Chemotherapy Optimisation.,PubMed
IRINOTECAN,42545685,2026 Aug 3,JAMA,Addition of High-Dose Vitamin D3 to Standard Treatment in Patients With Metastatic Colorectal Cancer: The SOLARIS Randomized Clinical Trial (Alliance A021703).,PubMed
IRINOTECAN,42543619,2026,J Oleo Sci,Dietary Glucosylceramide Attenuates Irinotecan-Induced Jejunal Inflammation in Mice without Altering Apoptotic Signaling in the Jejunum.,PubMed
IRINOTECAN,42521061,2026 Jul 28,Int J Pharm,Targeting tumor angiogenesis: advances in VEGF-A siRNA-loaded nanocarriers for anti-angiogenic cancer therapy.,PubMed
IRINOTECAN,42508427,2026 Aug,Lancet Oncol,"Addition of irinotecan to chemoradiotherapy as preoperative treatment for locally advanced rectal cancer (ARISTOTLE): a multicentre, open-label, phase 3, randomised controlled trial.",PubMed
IRINOTECAN,42492490,2026 Jul 23,Pediatr Blood Cancer,Short Course Cefixime to Prevent Irinotecan-Associated Diarrhea in Children With Solid Tumors: A Retrospective Analysis.,PubMed
IRINOTECAN,42489641,2026 Aug 13,J Med Chem,"Gut Bacterial β-Glucuronidase Blockade by 1,3,4-Thiadiazole-Containing Thioester Inhibitors Mitigates Irinotecan-Induced Gastrointestinal Toxicity.",PubMed
IRINOTECAN,42487673,2026 May,J Med Life,Toxicological profiling of clinically used chemotherapeutics in zebrafish (Danio rerio) larvae.,PubMed
IRINOTECAN,42477619,2026 Jul 21,BMC Cancer,Efficacy and safety of cetuximab-irinotecan rechallenge versus regorafenib in ras wild-type metastatic colorectal cancer: a single-center exploratory randomized trial.,PubMed
IRINOTECAN,42476483,2026 Jul 20,Bone,Sacituzumab govitecan inhibits bone metastases of TROP2-expressing cancers.,PubMed
IRINOTECAN,42462844,2026 Jul 16,J Vasc Interv Radiol,Phase I Dose-Escalation Study Combining Irinotecan-Loaded Drug-Eluting Bead Chemoembolization with Yttrium-90 Glass Microsphere Radioembolization in Colorectal Liver Metastases (DEBIR(90)Y).,PubMed
LENVATINIB,42577880,2026,J Hepatocell Carcinoma,HAIC-Based Combination Therapy for Advanced Hepatocellular Carcinoma with Vp4 Portal Vein Tumor Thrombus and Child-Pugh B Liver Function: A Case Report.,PubMed
LENVATINIB,42566523,2026 Aug 7,Sci Adv,T cell-nanodrug conjugates synchronize vascular normalization and immune activation for solid tumor therapy.,PubMed
LENVATINIB,42542804,2026,Ther Adv Med Oncol,HAIC combined with lenvatinib and tislelizumab for HCC with concurrent PVTT and pulmonary metastasis: a multicenter propensity score matching analysis.,PubMed
LENVATINIB,42527074,2026 Aug,Anticancer Res,Pembrolizumab Plus Lenvatinib in Metastatic Renal Cell Carcinoma: Real-world Prognostic Factors.,PubMed
LENVATINIB,42523965,2026,Clin Med Insights Oncol,"Clinical Outcomes of Lenvatinib-Pembrolizumab in a High-Risk, Dual ICI-Refractory Melanoma Cohort.",PubMed
LENVATINIB,42487602,2026 Jul 13,Anticancer Agents Med Chem,Efficacy and Safety of HAIC Plus Regorafenib and Icaritin in Advanced Hepatocellular Carcinoma After First-Line Lenvatinib Failure: A Retrospective Analysis.,PubMed
LENVATINIB,42471731,2026 Jul 18,J Med Case Rep,Toripalimab-induced isolated ACTH deficiency associated with gastroparesis: a case report.,PubMed
LENVATINIB,42461453,2026 Jul 16,J Gastrointest Cancer,Safety of Immune-Targeted Therapy in Patients with Hepatocellular Carcinoma in the Real-World.,PubMed
LENVATINIB,42459869,2026 Aug,J Endocr Soc,Development of a sensitive plasma lenvatinib quantification method and validation in thyroid cancer patients.,PubMed
LENVATINIB,42449661,2026 Jun 30,Cancers (Basel),Comprehensive Safety and Efficacy Evaluation of Immunotherapy Combination Approaches Versus Tyrosine Kinase Inhibitor Monotherapy as First-Line Treatment of Hepatocellular Carcinoma: A Network and Individual Patient Data (IPD) Meta-Analysis.,PubMed
LENVATINIB,42446544,2026 Jul,Med Chem Res,"Discovery of pyrrolo[2,3-d]pyrimidine derivatives with inhibitory effect on liver cancer stem cell.",PubMed
LENVATINIB,42433301,2026 Aug,Eur Urol Open Sci,The ITALIC-RCC: A Randomized Trial on Clinical and Humoral Impact of Primary Tumor Ablation by Surgery or Radiotherapy in Metastatic Renal Cell Carcinoma Treated with Checkpoint Inhibitors.,PubMed
LENVATINIB,42385524,2026 Sep,Drug Resist Updat,Perioperative tislelizumab for early-stage hepatocellular carcinoma: A phase II trial with integrated tumour microenvironment profiling and predictive modeling.,PubMed
LENVATINIB,42377813,2026 Jun 30,Int J Clin Oncol,"Efficacy, safety, and treatment feasibility of pembrolizumab plus lenvatinib in patients aged 75 years or older with advanced renal cell carcinoma: a Japanese multicenter retrospective study.",PubMed
LENVATINIB,42376598,2026,Cancer Manag Res,Jianpi Rougan Method in Support of Lenvatinib Therapy: A Real-World Study on Maintaining Relative Dose Intensity and Mitigating Toxicity-Driven Discontinuation in Intermediate-to-Advanced HCC.,PubMed
MELPHALAN,42566316,2026 Aug 7,Leuk Lymphoma,A phase II study of low dose melphalan with thiotepa and fludarabine as preparative regimen for alternative donor transplantation.,PubMed
MELPHALAN,42554933,2026 Aug 5,Int J Hematol,"Efficacy and safety of the BEBM (bendamustine, etoposide, busulfan, and melphalan) conditioning regimen for autologous stem-cell transplantation in non-Hodgkin lymphoma.",PubMed
MELPHALAN,42553724,2026,World J Pediatr Surg,Intra-arterial chemotherapy for retinoblastoma: a structured narrative review.,PubMed
MELPHALAN,42537695,2026 Jul 31,Blood Adv,Phase I/II Trial of Evomela for Autologous Transplant in Myeloma: Schedule Optimization and Matched Comparison with MEL200.,PubMed
MELPHALAN,42489576,2026 Jul 23,Pediatr Blood Cancer,"Fludarabine, Busulfan, Thiotepa, and Melphalan: A Novel Low-Toxicity Myeloablative Conditioning Regimen for Haploidentical HSCT in Children and Adolescents Aged ≥7 Years With Transfusion-Dependent β-Thalassemia.",PubMed
MELPHALAN,42437228,2026 Jun,Cureus,Acute Appendicitis at Stem Cell Infusion During Autologous Transplantation for HIV-Associated Diffuse Large B-cell Lymphoma: A Case Report.,PubMed
MELPHALAN,42418372,2026 Jul 8,Blood Adv,"Alternative Conditioning Regimens for Hemoglobinopathy Gene Therapy: Balancing Efficacy, Toxicity, and the Next Frontier.",PubMed
MELPHALAN,42389559,2026,Ecancermedicalscience,Establishment of the first bone marrow transplant program in francophone sub-Saharan Africa: clinical case and future perspectives.,PubMed
MELPHALAN,42355998,2026 Jun 22,J Clin Med,Beyond Ocular Toxicity: Cerebrovascular Events After Intra-Arterial Chemotherapy for Retinoblastoma.,PubMed
MELPHALAN,42333588,2026 Jun 24,Cornea,Clinical Outcomes After Weekly Intracameral Melphalan Administration for Epithelial Downgrowth.,PubMed
MELPHALAN,42270870,2026 Jun 11,Ann Hematol,Toxicity and efficacy of four carmustine-substituted conditioning regimens followed by autologous stem cell transplantation in lymphoma: a real-world comparative study.,PubMed
MELPHALAN,42270486,2026 Aug,Clin Lymphoma Myeloma Leuk,Real-World Outcomes of Melflufen Plus Dexamethasone in Heavily Pretreated Relapsed/Refractory Multiple Myeloma After Exposure to Immunotherapies.,PubMed
MELPHALAN,42219059,2026 May 30,Transplant Cell Ther,Comparative Evaluation of Single-Dose and Split-Dose Melphalan Conditioning Concerning Toxicity Profiles and Engraftment Kinetics: A Propensity Score-Matched Analysis.,PubMed
MELPHALAN,42214676,2026 May 28,Transplant Cell Ther,"Addition of High-Dose Cytarabine to Fludarabine, Busulfan, and Melphalan Conditioning for Cord Blood Transplantation in Adult Acute Myeloid Leukemia.",PubMed
MELPHALAN,42198233,2026 Apr 28,Pharmaceutics,Melphalan and Curcumin Induce Apoptosis in Retinoblastoma Cells Associated with STAT3 Signaling Modulation.,PubMed
METHOTREXATE,42595389,,,,PubMed
METHOTREXATE,42595098,,,,PubMed
METHOTREXATE,42591917,,,,PubMed
METHOTREXATE,42591568,,,,PubMed
METHOTREXATE,42582073,,,,PubMed
METHOTREXATE,42550784,,,,PubMed
METHOTREXATE,42546171,,,,PubMed
METHOTREXATE,42544892,,,,PubMed
METHOTREXATE,42536436,,,,PubMed
METHOTREXATE,42533614,,,,PubMed
NIVOLUMAB,42594052,2026 Aug 13,Clin Cancer Res,Phase II trial of First-Line Axitinib Plus Nivolumab in Patients with Advanced Mucosal Melanoma.,PubMed
NIVOLUMAB,42583046,2026 Jul 31,Transl Lung Cancer Res,Immune-preserving radiotherapy and perioperative immunotherapy in stage III NSCLC: a narrative review of current management and future directions for IIIA/IIIB NSCLC.,PubMed
NIVOLUMAB,42583023,2026 Sep,ESMO Gastrointest Oncol,Dual versus single-agent immune checkpoint inhibitor therapy in microsatellite instability-high metastatic colorectal cancer: an analysis based on reconstructed patient data.,PubMed
NIVOLUMAB,42582942,2026 Jul 31,Transl Androl Urol,"Clinical benefits, tolerability, and risk factors of adjuvant nivolumab for muscle-invasive bladder cancer.",PubMed
NIVOLUMAB,42578872,2026 Aug 11,J Oncol Pharm Pract,Anaphylactic reaction to the second dose of dacarbazine following initial exposure in patient with hodgkin lymphoma.,PubMed
NIVOLUMAB,42572384,2026 Aug 9,Int J Cancer,Tolerability of Adjuvant Nivolumab in Esophageal or Gastroesophageal Junction Cancer: A Real-World Study.,PubMed
NIVOLUMAB,42551842,2026 Aug 4,Aktuelle Urol,Comparison of Sex-Specific Treatment Outcomes in Clinical Trials and Subsequent Real-World Data on Systemic Therapies for Urothelial Carcinoma: A Systematic Review.,PubMed
NIVOLUMAB,42568118,2026 Aug 8,Clin Exp Dermatol,"Drug-associated vitiligo: A systematic review of therapies, clinical patterns and mechanisms.",PubMed
NIVOLUMAB,42559769,2026 Aug 6,Int J Cancer,Diabetes Increases Immunotherapy-Related Toxicity but Not Efficacy in Metastatic Non-Small Cell Lung Cancer: A Multicenter Retrospective Study.,PubMed
NIVOLUMAB,42553366,2026,Front Immunol,FAERS database reveals latent signals of neuro-ophthalmic toxicity associated with immune checkpoint inhibitors: feature mining and clinical warnings.,PubMed
NIVOLUMAB,42540087,2026 Aug,Skin Health Dis,Delayed lichenoid immune-related adverse event after nivolumab discontinuation.,PubMed
NIVOLUMAB,42539996,2026,Explor Target Antitumor Ther,Paclitaxel and carboplatin after disease progression on immune checkpoint inhibitor for patients with metastatic urothelial carcinoma.,PubMed
NIVOLUMAB,42534945,2026,Front Oncol,Case Report: Durable remission in stage IV melanoma following strategic immune checkpoint inhibitor class rotation and rechallenge.,PubMed
NIVOLUMAB,42530885,2026 Aug 6,Oncologist,"Phase 1/2 study of INCAGN01876, an anti-glucocorticoid-induced tumor necrosis factor receptor agonist monoclonal antibody, plus immunotherapy for advanced cancers.",PubMed
NIVOLUMAB,42524550,2026 Aug,Health Sci Rep,The Real-World Safety Profile of Immune Checkpoint Inhibitors in Melanoma: FAERS Pharmacovigilance Analysis Complemented by Randomized Trial Evidence.,PubMed
OLAPARIB,42592622,2026,AME Case Rep,Severe radiodermatitis and implant loss associated with pembrolizumab and olaparib following pre-pectoral breast reconstruction in a 31-year-old female: a case report.,PubMed
OLAPARIB,42584787,2026 Aug 12,Pharmacol Rep,The course of platinum-based chemotherapy is associated with the risk of hematological complications during poly(ADP-ribose) polymerase (PARP) inhibitor therapy in patients with ovarian cancer.,PubMed
OLAPARIB,42568603,2026,Front Oncol,From dual inhibition to precision selectivity: the molecular rationale and clinical evolution of next-generation PARP1-selective inhibitors in solid tumors.,PubMed
OLAPARIB,42566090,2026 Aug 7,Int J Clin Oncol,Benefits of PARP inhibitor rechallenge in patients with platinum-sensitive recurrent ovarian cancer previously treated with a PARP inhibitor: a multicenter retrospective study.,PubMed
OLAPARIB,42531373,2026 Jul 30,Clin Cancer Res,Neoadjuvant olaparib and pembrolizumab combination therapy in the treatment of patients with HRD-positive advanced ovarian cancer: A pilot study.,PubMed
OLAPARIB,42530272,2026 Jul 17,Front Biosci (Landmark Ed),Arp2/3 Inhibition Synergizes With PARP Inhibitors by Impairing Homologous Recombination in Gastric Cancer Cells.,PubMed
OLAPARIB,42517981,2026 Jul 28,Clin Transl Oncol,Drug-specific differences in fatal adverse events among PARP inhibitors: a FAERS pharmacovigilance study.,PubMed
OLAPARIB,42500959,2026 Jan-Dec,Technol Cancer Res Treat,Efficacy and Safety of Olaparib Combined With Cediranib in the Treatment of Ovarian Cancer: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,PubMed
OLAPARIB,42494613,2026,Front Oncol,Efficacy and safety of PARP inhibitors in older patients with advanced ovarian cancer: a systematic review and network meta-analysis.,PubMed
OLAPARIB,42485993,2026 Sep 1,Ecotoxicol Environ Saf,"Olaparib induces craniofacial cartilage malformations in zebrafish embryos through DNA damage, oxidative stress, and Wnt dysregulation.",PubMed
OLAPARIB,42463291,2026 Jul 16,J Nucl Med,Combining an α(v)β(6)-Targeted (177)Lu-Based Peptide Receptor Radionuclide Therapy with Olaparib to Boost Therapeutic Efficacy in Pancreatic Cancer.,PubMed
OLAPARIB,42446704,2026 Jul 14,World J Urol,"Comparative safety profiles of enzalutamide, olaparib, and lutetium Lu-177 vipivotide tetraxetan in patients with prostate cancer: a real-world disproportionality analysis of the FAERS database.",PubMed
